,STUDENTS,GPA,GPA_PROB,CLASS,GRADE,SEMESTER
480,Student_481,2.8,0.0008543852850442902,CS 485,57.84949999999999,Fall 2023
481,Student_482,3.28,0.0010008513339090257,CS 485,65.3543,Fall 2023
482,Student_483,3.12,0.0009520293176207805,CS 485,62.8527,Fall 2023
483,Student_484,3.4,0.0010374678461252096,CS 485,67.23049999999999,Fall 2023
484,Student_485,3.54,0.001080187110377424,CS 485,62.54,Fall 2023
485,Student_486,2.86,0.0008726935411523821,CS 485,62.54,Fall 2023
486,Student_487,2.76,0.0008421797809722289,CS 485,62.54,Fall 2023
487,Student_488,3.2,0.0009764403257649032,CS 351,69.413,Fall 2023
488,Student_489,3.13,0.0009550806936387959,CS 351,68.22789999999999,Fall 2023
489,Student_490,3.73,0.0011381632547197151,CS 351,78.38589999999999,Fall 2023
490,Student_491,2.5,0.0007628440045038306,CS 351,57.562,Fall 2023
491,Student_492,3.37,0.0010283137180711636,CS 351,72.2911,Fall 2023
492,Student_493,2.92,0.0008910017972604741,CS 351,64.6726,Fall 2023
493,Student_494,3.08,0.0009398238135487193,CS 351,67.3814,Fall 2023
494,Student_495,3.93,0.0011991907750800218,CS 351,81.7719,Fall 2023
495,Student_496,3.6,0.001098495366485516,CS 351,76.185,Fall 2023
496,Student_497,3.16,0.0009642348216928419,CS 351,68.7358,Fall 2023
497,Student_498,3.13,0.0009550806936387959,CS 351,68.22789999999999,Fall 2023
498,Student_499,3.48,0.0010618788542693322,CS 351,74.15339999999999,Fall 2023
499,Student_500,3.21,0.0009794917017829185,CS 351,69.5823,Fall 2023
500,Student_501,3.54,0.001080187110377424,CS 351,75.1692,Fall 2023
501,Student_502,3.0,0.0009154128054045966,CS 351,66.027,Fall 2023
502,Student_503,2.49,0.0007597926284858153,CS 351,57.392700000000005,Fall 2023
503,Student_504,2.67,0.000814717396810091,CS 351,60.440099999999994,Fall 2023
504,Student_505,3.32,0.0010130568379810869,CS 351,71.4446,Fall 2023
505,Student_506,3.03,0.0009245669334586426,CS 351,66.5349,Fall 2023
506,Student_507,3.52,0.0010740843583413936,CS 351,74.8306,Fall 2023
507,Student_508,3.13,0.0009550806936387959,CS 351,68.22789999999999,Fall 2023
508,Student_509,3.53,0.0010771357343594087,CS 351,74.9999,Fall 2023
509,Student_510,3.21,0.0009794917017829185,CS 351,69.5823,Fall 2023
510,Student_511,3.28,0.0010008513339090257,CS 351,70.7674,Fall 2023
511,Student_512,3.44,0.0010496733501972708,CS 351,73.47619999999999,Fall 2023
512,Student_513,3.2,0.0009764403257649032,CS 351,69.413,Fall 2023
513,Student_514,3.06,0.0009337210615126886,CS 351,67.0428,Fall 2023
514,Student_515,3.1,0.00094592656558475,CS 351,67.72,Fall 2023
515,Student_516,3.69,0.001125957750647654,CS 450,76.343175,Fall 2023
516,Student_517,3.91,0.0011930880230439911,CS 450,80.002325,Fall 2023
517,Student_518,3.24,0.0009886458298369646,CS 450,68.85855000000001,Fall 2023
518,Student_519,2.41,0.0007353816203416927,CS 450,55.053575,Fall 2023
519,Student_520,3.26,0.000994748581872995,CS 450,69.1912,Fall 2023
520,Student_521,3.29,0.001003902709927041,CS 450,69.690175,Fall 2023
521,Student_522,2.63,0.0008025118927380298,CS 450,58.712725,Fall 2023
522,Student_523,3.37,0.0010283137180711636,CS 450,71.020775,Fall 2023
523,Student_524,3.9,0.0011900366470259758,CS 450,79.836,Fall 2023
524,Student_525,3.54,0.001080187110377424,CS 450,73.8483,Fall 2023
525,Student_526,2.8,0.0008543852850442902,CS 450,61.54025,Fall 2023
526,Student_527,3.68,0.0011229063746296386,CS 450,76.17685,Fall 2023
527,Student_528,3.15,0.0009611834456748265,CS 450,67.361625,Fall 2023
528,Student_529,3.53,0.0010771357343594087,CS 450,73.681975,Fall 2023
529,Student_530,3.1,0.00094592656558475,CS 450,66.53,Fall 2023
530,Student_531,3.44,0.0010496733501972708,CS 450,72.18505,Fall 2023
531,Student_532,3.38,0.001031365094089179,CS 450,71.1871,Fall 2023
532,Student_533,3.22,0.0009825430778009339,CS 450,68.52590000000001,Fall 2023
533,Student_534,2.75,0.0008391284049542136,CS 450,60.708625,Fall 2023
534,Student_535,3.09,0.0009428751895667345,CS 450,66.363675,Fall 2023
535,Student_536,2.9,0.0008848990452244434,CS 450,63.2035,Fall 2023
536,Student_537,2.99,0.0009123614293865814,CS 450,64.70042500000001,Fall 2023
537,Student_538,2.98,0.0009093100533685661,CS 450,64.5341,Fall 2023
538,Student_539,2.68,0.0008177687728281064,CS 450,59.54435,Fall 2023
539,Student_540,2.99,0.0009123614293865814,CS 450,64.70042500000001,Fall 2023
540,Student_541,3.27,0.0009977999578910104,CS 450,69.357525,Fall 2023
541,Student_542,3.78,0.0011534201348097919,CS 450,77.84009999999999,Fall 2023
542,Student_543,3.19,0.0009733889497468877,CS 450,68.026925,Fall 2023
543,Student_544,2.94,0.0008971045492965048,CS 450,63.8688,Fall 2023
544,Student_545,3.55,0.0010832384863954394,CS 450,74.014625,Fall 2023
545,Student_546,3.55,0.0010832384863954394,CS 450,74.014625,Fall 2023
546,Student_547,2.79,0.000851333909026275,CS 450,61.373925,Fall 2023
547,Student_548,3.15,0.0009611834456748265,CS 450,67.361625,Fall 2023
548,Student_549,3.71,0.0011320605026836847,CS 450,76.675825,Fall 2023
549,Student_550,3.18,0.0009703375737288725,CS 450,67.8606,Fall 2023
550,Student_551,3.67,0.0011198549986116233,CS 450,76.010525,Fall 2023
551,Student_552,3.15,0.0009611834456748265,CS 450,67.361625,Fall 2023
552,Student_553,2.38,0.0007262274922876467,CS 450,54.55459999999999,Fall 2023
553,Student_554,3.31,0.0010100054619630718,CS 450,70.022825,Fall 2023
554,Student_555,3.71,0.0011320605026836847,CS 450,76.675825,Fall 2023
555,Student_556,3.36,0.0010252623420531483,CS 450,70.85445,Fall 2023
556,Student_557,3.45,0.0010527247262152861,CS 450,72.351375,Fall 2023
557,Student_558,3.31,0.0010100054619630718,CS 450,70.022825,Fall 2023
558,Student_559,3.32,0.0010130568379810869,CS 450,70.18915,Fall 2023
559,Student_560,3.97,0.001211396279152083,CS 450,81.000275,Fall 2023
560,Student_561,2.65,0.0008086146447740603,CS 450,59.045375,Fall 2023
561,Student_562,3.02,0.0009215155574406273,CS 450,65.1994,Fall 2023
562,Student_563,2.63,0.0008025118927380298,CS 450,58.712725,Fall 2023
563,Student_564,3.56,0.0010862898624134547,CS 450,74.18095,Fall 2023
564,Student_565,3.46,0.0010557761022333015,CS 450,72.5177,Fall 2023
565,Student_566,2.84,0.0008665907891163515,CS 450,62.205549999999995,Fall 2023
566,Student_567,2.87,0.0008757449171703975,CS 450,62.704525000000004,Fall 2023
567,Student_568,2.91,0.0008879504212424589,CS 450,63.369825,Fall 2023
568,Student_569,3.33,0.0010161082139991022,CS 450,70.355475,Fall 2023
569,Student_570,3.15,0.0009611834456748265,CS 450,67.361625,Fall 2023
570,Student_571,3.92,0.0011961393990620062,CS 450,80.16865,Fall 2023
571,Student_572,3.28,0.0010008513339090257,CS 450,69.52385,Fall 2023
572,Student_573,3.35,0.001022210966035133,CS 450,70.688125,Fall 2023
573,Student_574,3.28,0.0010008513339090257,CS 450,69.52385,Fall 2023
574,Student_575,3.44,0.0010496733501972708,CS 450,72.18505,Fall 2023
575,Student_576,3.3,0.0010069540859450562,CS 450,69.8565,Fall 2023
576,Student_577,3.01,0.000918464181422612,CS 450,65.033075,Fall 2023
577,Student_578,3.67,0.0011198549986116233,CS 450,76.010525,Fall 2023
578,Student_579,2.46,0.0007506385004317692,CS 450,55.8852,Fall 2023
579,Student_580,3.46,0.0010557761022333015,CS 450,72.5177,Fall 2023
580,Student_581,3.82,0.001165625638881853,CS 450,78.5054,Fall 2023
581,Student_582,3.91,0.0011930880230439911,CS 450,80.002325,Fall 2023
582,Student_583,3.69,0.001125957750647654,CS 450,76.343175,Fall 2023
583,Student_584,3.33,0.0010161082139991022,CS 450,70.355475,Fall 2023
584,Student_585,2.91,0.0008879504212424589,CS 450,63.369825,Fall 2023
585,Student_586,3.12,0.0009520293176207805,CS 450,66.86265,Fall 2023
586,Student_587,3.79,0.0011564715108278072,CS 450,78.00642500000001,Fall 2023
587,Student_588,2.89,0.0008818476692064282,CS 450,63.037175000000005,Fall 2023
588,Student_589,3.33,0.0010161082139991022,CS 450,70.355475,Fall 2023
589,Student_590,3.75,0.0011442660067557458,CS 450,77.341125,Fall 2023
590,Student_591,3.5,0.0010679816063053629,CS 450,73.18299999999999,Fall 2023
591,Student_592,3.69,0.001125957750647654,CS 450,76.343175,Fall 2023
592,Student_593,2.88,0.0008787962931884128,CS 450,62.87085,Fall 2023
593,Student_594,3.71,0.0011320605026836847,CS 450,76.675825,Fall 2023
594,Student_595,2.62,0.0007994605167200144,CS 450,58.5464,Fall 2023
595,Student_596,3.57,0.00108934123843147,CS 450,74.347275,Fall 2023
596,Student_597,3.41,0.001040519222143225,CS 450,71.686075,Fall 2023
597,Student_598,2.74,0.0008360770289361983,CS 450,60.542300000000004,Fall 2023
598,Student_599,3.87,0.0011808825189719297,CS 450,79.337025,Fall 2023
599,Student_600,3.63,0.001107649494539562,CS 450,75.345225,Fall 2023
600,Student_601,3.19,0.0009733889497468877,CS 450,68.026925,Fall 2023
601,Student_602,3.34,0.0010191595900171176,CS 450,70.5218,Fall 2023
602,Student_603,3.14,0.0009581320696568112,CS 450,67.1953,Fall 2023
603,Student_604,3.67,0.0011198549986116233,CS 450,76.010525,Fall 2023
604,Student_605,3.35,0.001022210966035133,CS 450,70.688125,Fall 2023
605,Student_606,3.38,0.001031365094089179,CS 450,66.53,Fall 2023
606,Student_607,3.48,0.0010618788542693322,CS 450,66.53,Fall 2023
607,Student_608,3.46,0.0010557761022333015,CS 450,66.53,Fall 2023
608,Student_609,2.98,0.0009093100533685661,CS 450,66.53,Fall 2023
0,Student_1,2.76,0.0008421797809722289,MATH 322,80.58404999999999,Fall 2022
1,Student_2,3.6,0.001098495366485516,MATH 322,99.07874999999999,Fall 2022
2,Student_3,3.12,0.0009520293176207805,MATH 322,88.51034999999999,Fall 2022
3,Student_4,2.8,0.0008543852850442902,MATH 322,81.46474999999998,Fall 2022
4,Student_5,3.59,0.0010954439904675007,MATH 322,98.85857499999999,Fall 2022
5,Student_6,3.06,0.0009337210615126886,MATH 322,87.18929999999999,Fall 2022
6,Student_7,2.76,0.0008421797809722289,MATH 322,80.58404999999999,Fall 2022
7,Student_8,3.18,0.0009703375737288725,MATH 322,89.83139999999999,Fall 2022
8,Student_9,3.24,0.0009886458298369646,MATH 322,91.15245,Fall 2022
9,Student_10,2.6,0.0007933577646839838,MATH 322,77.06125,Fall 2022
10,Student_11,2.26,0.0006896109800714628,MATH 322,69.57529999999998,Fall 2022
11,Student_12,3.53,0.0010771357343594087,MATH 322,97.53752499999999,Fall 2022
12,Student_13,3.41,0.001040519222143225,MATH 322,94.89542499999999,Fall 2022
13,Student_14,3.42,0.0010435705981612401,MATH 322,95.11559999999999,Fall 2022
14,Student_15,2.88,0.0008787962931884128,MATH 322,83.22614999999999,Fall 2022
15,Student_16,3.52,0.0010740843583413936,MATH 322,97.31734999999999,Fall 2022
16,Student_17,3.08,0.0009398238135487193,MATH 322,87.62965,Fall 2022
17,Student_18,3.52,0.0010740843583413936,MATH 322,97.31734999999999,Fall 2022
18,Student_19,3.21,0.0009794917017829185,MATH 322,90.491925,Fall 2022
19,Student_20,2.78,0.0008482825330082595,MATH 322,81.02439999999999,Fall 2022
20,Student_21,3.13,0.0009550806936387959,MATH 322,88.73052499999999,Fall 2022
21,Student_22,3.16,0.0009642348216928419,MATH 322,89.39104999999999,Fall 2022
22,Student_23,2.7,0.0008238715248641371,MATH 322,79.26299999999999,Fall 2022
23,Student_24,2.77,0.0008452311569902443,MATH 322,80.80422499999999,Fall 2022
24,Student_25,3.5,0.0010679816063053629,MATH 322,96.877,Fall 2022
25,Student_26,3.23,0.000985594453818949,MATH 322,90.93227499999999,Fall 2022
26,Student_27,3.51,0.001071032982323378,MATH 322,97.097175,Fall 2022
27,Student_28,3.31,0.0010100054619630718,MATH 322,92.69367499999998,Fall 2022
28,Student_29,3.7,0.0011290091266656693,MATH 322,100.0,Fall 2022
29,Student_30,3.23,0.000985594453818949,MATH 322,90.93227499999999,Fall 2022
30,Student_31,3.48,0.0010618788542693322,MATH 322,96.43664999999999,Fall 2022
31,Student_32,2.41,0.0007353816203416927,MATH 322,72.87792499999999,Fall 2022
32,Student_33,3.66,0.001116803622593608,MATH 322,100.0,Fall 2022
33,Student_34,3.05,0.0009306696854946732,MATH 322,86.96912499999999,Fall 2022
34,Student_35,3.37,0.0010283137180711636,MATH 322,94.014725,Fall 2022
35,Student_36,3.77,0.0011503687587917765,MATH 322,100.0,Fall 2022
36,Student_37,2.55,0.0007781008845939071,MATH 322,75.96037499999998,Fall 2022
37,Student_38,3.85,0.001174779766935899,MATH 322,100.0,Fall 2022
38,Student_39,2.47,0.0007536898764497847,MATH 322,74.19897499999999,Fall 2022
39,Student_40,3.09,0.0009428751895667345,MATH 322,87.84982499999998,Fall 2022
40,Student_41,3.16,0.0009642348216928419,MATH 322,89.39104999999999,Fall 2022
41,Student_42,3.75,0.0011442660067557458,MATH 322,100.0,Fall 2022
42,Student_43,3.21,0.0009794917017829185,MATH 322,90.491925,Fall 2022
43,Student_44,3.6,0.001098495366485516,MATH 322,99.07874999999999,Fall 2022
44,Student_45,3.52,0.0010740843583413936,MATH 322,97.31734999999999,Fall 2022
45,Student_46,3.47,0.0010588274782513168,MATH 322,96.216475,Fall 2022
46,Student_47,3.18,0.0009703375737288725,MATH 322,89.83139999999999,Fall 2022
47,Student_48,2.68,0.0008177687728281064,MATH 322,78.82265,Fall 2022
48,Student_49,3.21,0.0009794917017829185,MATH 322,90.491925,Fall 2022
49,Student_50,3.65,0.0011137522465755926,MATH 322,100.0,Fall 2022
50,Student_51,3.15,0.0009611834456748265,MATH 322,89.170875,Fall 2022
51,Student_52,3.67,0.0011198549986116233,MATH 322,100.0,Fall 2022
52,Student_53,3.74,0.0011412146307377307,MATH 322,100.0,Fall 2022
53,Student_54,3.59,0.0010954439904675007,MATH 322,98.85857499999999,Fall 2022
54,Student_55,3.17,0.0009672861977108572,MATH 322,89.61122499999999,Fall 2022
55,Student_56,3.57,0.00108934123843147,MATH 322,98.41822499999999,Fall 2022
56,Student_57,2.8,0.0008543852850442902,MATH 322,81.46474999999998,Fall 2022
57,Student_58,3.33,0.0010161082139991022,MATH 322,93.134025,Fall 2022
58,Student_59,3.23,0.000985594453818949,MATH 322,90.93227499999999,Fall 2022
59,Student_60,3.64,0.0011107008705575773,MATH 322,99.95944999999999,Fall 2022
60,Student_61,3.03,0.0009245669334586426,MATH 322,86.52877499999998,Fall 2022
61,Student_62,2.97,0.0009062586773505508,MATH 322,85.207725,Fall 2022
62,Student_63,3.41,0.001040519222143225,MATH 322,94.89542499999999,Fall 2022
63,Student_64,3.23,0.000985594453818949,MATH 322,90.93227499999999,Fall 2022
64,Student_65,3.59,0.0010954439904675007,MATH 322,98.85857499999999,Fall 2022
65,Student_66,3.91,0.0011930880230439911,MATH 322,100.0,Fall 2022
66,Student_67,3.02,0.0009215155574406273,MATH 322,86.3086,Fall 2022
67,Student_68,3.25,0.0009916972058549797,MATH 322,91.37262499999999,Fall 2022
68,Student_69,2.88,0.0008787962931884128,MATH 322,83.22614999999999,Fall 2022
69,Student_70,3.49,0.0010649302302873475,MATH 322,96.656825,Fall 2022
70,Student_71,3.28,0.0010008513339090257,MATH 322,92.03314999999999,Fall 2022
71,Student_72,3.84,0.0011717283909178837,MATH 322,100.0,Fall 2022
72,Student_73,3.71,0.0011320605026836847,MATH 322,100.0,Fall 2022
73,Student_74,2.94,0.0008971045492965048,MATH 322,84.54719999999999,Fall 2022
74,Student_75,3.06,0.0009337210615126886,MATH 322,87.18929999999999,Fall 2022
75,Student_76,3.37,0.0010283137180711636,MATH 322,94.014725,Fall 2022
76,Student_77,2.82,0.0008604880370803209,MATH 322,88.07,Fall 2022
77,Student_78,3.68,0.0011229063746296386,MATH 322,88.07,Fall 2022
78,Student_79,3.76,0.0011473173827737612,MATH 322,100.0,Spring 2023
79,Student_80,2.66,0.0008116660207920758,MATH 322,87.10430000000001,Spring 2023
80,Student_81,3.74,0.0011412146307377307,MATH 322,100.0,Spring 2023
81,Student_82,2.69,0.0008208201488461217,MATH 322,87.838325,Spring 2023
82,Student_83,2.87,0.0008757449171703975,MATH 322,92.242475,Spring 2023
83,Student_84,3.33,0.0010161082139991022,MATH 322,100.0,Spring 2023
84,Student_85,3.63,0.001107649494539562,MATH 322,100.0,Spring 2023
85,Student_86,3.23,0.000985594453818949,MATH 322,100.0,Spring 2023
86,Student_87,3.25,0.0009916972058549797,MATH 322,100.0,Spring 2023
87,Student_88,3.96,0.0012083449031340676,MATH 322,100.0,Spring 2023
88,Student_89,2.67,0.000814717396810091,MATH 322,87.348975,Spring 2023
89,Student_90,2.7,0.0008238715248641371,MATH 322,88.083,Spring 2023
90,Student_91,3.4,0.0010374678461252096,MATH 322,100.0,Spring 2023
91,Student_92,3.17,0.0009672861977108572,MATH 322,99.582725,Spring 2023
92,Student_93,3.59,0.0010954439904675007,MATH 322,100.0,Spring 2023
93,Student_94,3.89,0.0011869852710079604,MATH 322,100.0,Spring 2023
94,Student_95,3.98,0.0012144476551700983,MATH 322,100.0,Spring 2023
95,Student_96,3.58,0.0010923926144494854,MATH 322,100.0,Spring 2023
96,Student_97,3.45,0.0010527247262152861,MATH 322,100.0,Spring 2023
97,Student_98,3.18,0.0009703375737288725,MATH 322,99.82740000000001,Spring 2023
98,Student_99,2.43,0.0007414843723777233,MATH 322,81.476775,Spring 2023
99,Student_100,3.19,0.0009733889497468877,MATH 322,100.0,Spring 2023
100,Student_101,2.81,0.0008574366610623055,MATH 322,90.77442500000001,Spring 2023
101,Student_102,2.69,0.0008208201488461217,MATH 322,87.838325,Spring 2023
102,Student_103,3.24,0.0009886458298369646,MATH 322,100.0,Spring 2023
103,Student_104,3.85,0.001174779766935899,MATH 322,100.0,Spring 2023
104,Student_105,3.44,0.0010496733501972708,MATH 322,100.0,Spring 2023
105,Student_106,2.99,0.0009123614293865814,MATH 322,95.17857500000001,Spring 2023
106,Student_107,3.33,0.0010161082139991022,MATH 322,100.0,Spring 2023
107,Student_108,3.02,0.0009215155574406273,MATH 322,95.9126,Spring 2023
108,Student_109,3.22,0.0009825430778009339,MATH 322,100.0,Spring 2023
109,Student_110,3.93,0.0011991907750800218,MATH 322,100.0,Spring 2023
110,Student_111,3.04,0.000927618309476658,MATH 322,96.40195,Spring 2023
111,Student_112,3.63,0.001107649494539562,MATH 322,100.0,Spring 2023
112,Student_113,3.37,0.0010283137180711636,MATH 322,100.0,Spring 2023
113,Student_114,3.0,0.0009154128054045966,MATH 322,95.42325,Spring 2023
114,Student_115,3.38,0.001031365094089179,MATH 322,100.0,Spring 2023
115,Student_116,3.52,0.0010740843583413936,MATH 322,100.0,Spring 2023
116,Student_117,3.06,0.0009337210615126886,MATH 322,96.8913,Spring 2023
117,Student_118,3.0,0.0009154128054045966,MATH 322,95.42325,Spring 2023
118,Student_119,3.41,0.001040519222143225,MATH 322,100.0,Spring 2023
119,Student_120,3.31,0.0010100054619630718,MATH 322,100.0,Spring 2023
120,Student_121,3.29,0.001003902709927041,MATH 322,100.0,Spring 2023
121,Student_122,2.66,0.0008116660207920758,MATH 322,87.10430000000001,Spring 2023
122,Student_123,3.61,0.0011015467425035312,MATH 322,100.0,Spring 2023
123,Student_124,3.71,0.0011320605026836847,MATH 322,100.0,Spring 2023
124,Student_125,3.7,0.0011290091266656693,MATH 322,100.0,Spring 2023
125,Student_126,3.0,0.0009154128054045966,MATH 322,95.42325,Spring 2023
126,Student_127,3.25,0.0009916972058549797,MATH 322,100.0,Spring 2023
127,Student_128,3.18,0.0009703375737288725,MATH 322,99.82740000000001,Spring 2023
128,Student_129,3.04,0.000927618309476658,MATH 322,96.40195,Spring 2023
129,Student_130,3.2,0.0009764403257649032,MATH 322,100.0,Spring 2023
130,Student_131,2.94,0.0008971045492965048,MATH 322,93.9552,Spring 2023
131,Student_132,3.68,0.0011229063746296386,MATH 322,100.0,Spring 2023
132,Student_133,3.3,0.0010069540859450562,MATH 322,100.0,Spring 2023
133,Student_134,3.34,0.0010191595900171176,MATH 322,100.0,Spring 2023
134,Student_135,3.21,0.0009794917017829185,MATH 322,100.0,Spring 2023
135,Student_136,3.64,0.0011107008705575773,MATH 322,100.0,Spring 2023
136,Student_137,3.32,0.0010130568379810869,MATH 322,100.0,Spring 2023
137,Student_138,3.67,0.0011198549986116233,MATH 322,100.0,Spring 2023
138,Student_139,3.78,0.0011534201348097919,MATH 322,100.0,Spring 2023
139,Student_140,3.72,0.0011351118787017,MATH 322,100.0,Spring 2023
140,Student_141,3.86,0.0011778311429539144,MATH 322,100.0,Spring 2023
141,Student_142,3.37,0.0010283137180711636,MATH 322,100.0,Spring 2023
142,Student_143,2.98,0.0009093100533685661,MATH 322,94.93390000000001,Spring 2023
143,Student_144,3.23,0.000985594453818949,MATH 322,100.0,Spring 2023
144,Student_145,3.2,0.0009764403257649032,MATH 322,100.0,Spring 2023
145,Student_146,3.27,0.0009977999578910104,MATH 322,100.0,Spring 2023
146,Student_147,3.92,0.0011961393990620062,MATH 322,100.0,Spring 2023
147,Student_148,3.06,0.0009337210615126886,MATH 322,96.8913,Spring 2023
148,Student_149,2.35,0.0007170733642336008,MATH 322,79.519375,Spring 2023
149,Student_150,3.54,0.001080187110377424,MATH 322,100.0,Spring 2023
150,Student_151,3.68,0.0011229063746296386,MATH 322,100.0,Fall 2023
151,Student_152,3.02,0.0009215155574406273,MATH 322,94.3446,Fall 2023
152,Student_153,3.68,0.0011229063746296386,MATH 322,100.0,Fall 2023
153,Student_154,3.32,0.0010130568379810869,MATH 322,100.0,Fall 2023
154,Student_155,2.51,0.0007658953805218459,MATH 322,82.07017499999999,Fall 2023
155,Student_156,2.54,0.0007750495085758919,MATH 322,82.7922,Fall 2023
156,Student_157,3.91,0.0011930880230439911,MATH 322,100.0,Fall 2023
157,Student_158,3.41,0.001040519222143225,MATH 322,100.0,Fall 2023
158,Student_159,3.03,0.0009245669334586426,MATH 322,94.585275,Fall 2023
159,Student_160,3.28,0.0010008513339090257,MATH 322,100.0,Fall 2023
160,Student_161,3.85,0.001174779766935899,MATH 322,100.0,Fall 2023
161,Student_162,3.53,0.0010771357343594087,MATH 322,100.0,Fall 2023
162,Student_163,3.08,0.0009398238135487193,MATH 322,95.78864999999999,Fall 2023
163,Student_164,3.37,0.0010283137180711636,MATH 322,100.0,Fall 2023
164,Student_165,3.41,0.001040519222143225,MATH 322,100.0,Fall 2023
165,Student_166,3.3,0.0010069540859450562,MATH 322,100.0,Fall 2023
166,Student_167,3.04,0.000927618309476658,MATH 322,94.82594999999999,Fall 2023
167,Student_168,3.43,0.0010466219741792557,MATH 322,100.0,Fall 2023
168,Student_169,3.73,0.0011381632547197151,MATH 322,100.0,Fall 2023
169,Student_170,3.02,0.0009215155574406273,MATH 322,94.3446,Fall 2023
170,Student_171,3.12,0.0009520293176207805,MATH 322,96.75135,Fall 2023
171,Student_172,3.29,0.001003902709927041,MATH 322,100.0,Fall 2023
172,Student_173,3.53,0.0010771357343594087,MATH 322,100.0,Fall 2023
173,Student_174,3.15,0.0009611834456748265,MATH 322,97.47337499999999,Fall 2023
174,Student_175,2.86,0.0008726935411523821,MATH 322,90.4938,Fall 2023
175,Student_176,2.48,0.0007567412524677999,MATH 322,81.34814999999999,Fall 2023
176,Student_177,2.62,0.0007994605167200144,MATH 322,84.7176,Fall 2023
177,Student_178,3.49,0.0010649302302873475,MATH 322,100.0,Fall 2023
178,Student_179,3.32,0.0010130568379810869,MATH 322,100.0,Fall 2023
179,Student_180,2.97,0.0009062586773505508,MATH 322,93.14122499999999,Fall 2023
180,Student_181,3.33,0.0010161082139991022,MATH 322,100.0,Fall 2023
181,Student_182,3.5,0.0010679816063053629,MATH 322,100.0,Fall 2023
182,Student_183,3.18,0.0009703375737288725,MATH 322,98.19539999999999,Fall 2023
183,Student_184,2.8,0.0008543852850442902,MATH 322,89.04974999999999,Fall 2023
184,Student_185,3.02,0.0009215155574406273,MATH 322,94.3446,Fall 2023
185,Student_186,3.13,0.0009550806936387959,MATH 322,96.992025,Fall 2023
186,Student_187,3.2,0.0009764403257649032,MATH 322,98.67675,Fall 2023
187,Student_188,3.04,0.000927618309476658,MATH 322,94.82594999999999,Fall 2023
188,Student_189,3.34,0.0010191595900171176,MATH 322,100.0,Fall 2023
189,Student_190,3.04,0.000927618309476658,MATH 322,94.82594999999999,Fall 2023
190,Student_191,3.05,0.0009306696854946732,MATH 322,95.06662499999999,Fall 2023
191,Student_192,3.5,0.0010679816063053629,MATH 322,100.0,Fall 2023
192,Student_193,3.83,0.0011686770148998684,MATH 322,100.0,Fall 2023
193,Student_194,2.78,0.0008482825330082595,MATH 322,88.5684,Fall 2023
194,Student_195,3.42,0.0010435705981612401,MATH 322,100.0,Fall 2023
195,Student_196,3.37,0.0010283137180711636,MATH 322,100.0,Fall 2023
196,Student_197,2.97,0.0009062586773505508,MATH 322,93.14122499999999,Fall 2023
197,Student_198,2.71,0.0008269229008821523,MATH 322,86.883675,Fall 2023
198,Student_199,3.62,0.0011045981185215468,MATH 322,100.0,Fall 2023
199,Student_200,2.9,0.0008848990452244434,MATH 322,91.45649999999999,Fall 2023
200,Student_201,3.58,0.0010923926144494854,MATH 322,100.0,Fall 2023
201,Student_202,3.0,0.0009154128054045966,MATH 322,93.86325,Fall 2023
202,Student_203,3.57,0.00108934123843147,MATH 322,100.0,Fall 2023
203,Student_204,3.79,0.0011564715108278072,MATH 322,100.0,Fall 2023
204,Student_205,3.67,0.0011198549986116233,MATH 322,100.0,Fall 2023
205,Student_206,3.56,0.0010862898624134547,MATH 322,100.0,Fall 2023
206,Student_207,3.89,0.0011869852710079604,MATH 322,100.0,Fall 2023
207,Student_208,3.25,0.0009916972058549797,MATH 322,99.88012499999999,Fall 2023
208,Student_209,3.77,0.0011503687587917765,MATH 322,100.0,Fall 2023
209,Student_210,2.98,0.0009093100533685661,MATH 322,93.38189999999999,Fall 2023
210,Student_211,3.19,0.0009733889497468877,MATH 322,98.43607499999999,Fall 2023
211,Student_212,3.08,0.0009398238135487193,MATH 322,95.78864999999999,Fall 2023
212,Student_213,3.11,0.0009489779416027652,MATH 322,96.51067499999999,Fall 2023
213,Student_214,2.78,0.0008482825330082595,MATH 322,88.5684,Fall 2023
214,Student_215,3.22,0.0009825430778009339,MATH 322,99.1581,Fall 2023
215,Student_216,3.9,0.0011900366470259758,MATH 322,100.0,Fall 2023
216,Student_217,3.05,0.0009306696854946732,MATH 322,95.06662499999999,Fall 2023
217,Student_218,2.79,0.000851333909026275,MATH 322,88.80907499999999,Fall 2023
218,Student_219,3.02,0.0009215155574406273,MATH 322,94.3446,Fall 2023
219,Student_220,3.41,0.001040519222143225,MATH 322,100.0,Fall 2023
220,Student_221,3.66,0.001116803622593608,MATH 322,100.0,Fall 2023
221,Student_222,3.72,0.0011351118787017,MATH 322,100.0,Fall 2023
222,Student_223,2.99,0.0009123614293865814,MATH 322,93.622575,Fall 2023
223,Student_224,3.75,0.0011442660067557458,MATH 322,100.0,Fall 2023
224,Student_225,2.87,0.0008757449171703975,MATH 322,90.734475,Fall 2023
225,Student_226,3.25,0.0009916972058549797,MATH 322,99.88012499999999,Fall 2023
226,Student_227,3.43,0.0010466219741792557,MATH 322,100.0,Fall 2023
227,Student_228,3.68,0.0011229063746296386,MATH 322,100.0,Fall 2023
228,Student_229,2.96,0.0009032073013325354,MATH 322,92.90055,Fall 2023
