STUDENTS,GPA,GPA_PROB,CLASS,GRADE,SEMESTER
Student_562,3.27,0.0010035507897975398,,70.0,
Student_563,3.19,0.0009789990885180893,,70.0,
Student_564,3.39,0.0010403783417167157,,70.0,
Student_565,3.31,0.0010158266404372651,,70.0,
Student_566,3.44,0.0010557231550163723,,70.0,
Student_567,3.49,0.001071067968316029,,70.0,
Student_568,3.16,0.0009697922005382954,,70.0,
Student_569,3.38,0.0010373093790567844,,70.0,
Student_570,3.5,0.0010741369309759602,,70.0,
Student_571,3.36,0.0010311714537369217,,70.0,
Student_572,3.86,0.0011846195867334874,,70.0,
Student_573,2.83,0.000868516432760562,,70.0,
Student_574,3.71,0.0011385851468345178,,70.0,
Student_575,3.57,0.0010956196695954793,,70.0,
Student_576,3.79,0.0011631368481139683,,70.0,
Student_577,2.89,0.00088693020872015,,70.0,
Student_578,3.2,0.0009820680511780208,,70.0,
Student_579,3.31,0.0010158266404372651,,70.0,
Student_580,2.8,0.0008593095447807681,,70.0,
Student_581,3.5,0.0010741369309759602,,70.0,
Student_582,2.41,0.0007396200010434469,,70.0,
Student_583,3.64,0.0011171024082149985,,70.0,
Student_584,2.95,0.0009053439846797379,,70.0,
Student_585,3.0,0.0009206887979793944,,70.0,
Student_586,3.69,0.0011324472215146551,,70.0,
Student_587,2.81,0.0008623785074406994,,70.0,
Student_588,3.69,0.0011324472215146551,,70.0,
Student_589,3.4,0.001043447304376647,,70.0,
Student_590,3.85,0.0011815506240735562,,70.0,
Student_591,3.79,0.0011631368481139683,,70.0,
Student_592,3.7,0.0011355161841745864,,70.0,
Student_593,3.36,0.0010311714537369217,,70.0,
Student_594,3.11,0.0009544473872386388,,70.0,
Student_595,3.37,0.001034240416396853,,70.0,
Student_596,2.43,0.0007457579263633095,,70.0,
Student_597,3.5,0.0010741369309759602,,70.0,
Student_598,3.52,0.0010802748562958227,,70.0,
Student_599,2.86,0.000877723320740356,,70.0,
Student_600,2.63,0.0008071371795619357,,70.0,
Student_601,3.6,0.0011048265575752732,,70.0,
Student_602,3.35,0.0010281024910769904,,70.0,
Student_603,2.38,0.0007304131130636528,,70.0,
Student_604,2.92,0.0008961370966999438,,70.0,
Student_605,2.85,0.0008746543580804247,,70.0,
Student_606,3.21,0.000985137013837952,,70.0,
Student_607,3.81,0.001169274773433831,,70.0,
Student_608,2.83,0.000868516432760562,,70.0,
Student_609,3.24,0.000994343901817746,,70.0,
Student_610,3.15,0.0009667232378783641,,70.0,
Student_611,3.63,0.0011140334455550672,,70.0,
Student_612,3.1,0.0009513784245787076,,70.0,
Student_613,3.38,0.0010373093790567844,,70.0,
Student_614,3.31,0.0010158266404372651,,70.0,
Student_615,2.91,0.0008930681340400126,,70.0,
Student_616,3.07,0.0009421715365989135,,70.0,
Student_617,3.21,0.000985137013837952,,70.0,
Student_618,3.6,0.0011048265575752732,,70.0,
Student_619,2.75,0.0008439647314811116,,70.0,
Student_620,2.86,0.000877723320740356,,70.0,
Student_621,3.35,0.0010281024910769904,,70.0,
Student_622,3.15,0.0009667232378783641,,70.0,
Student_623,2.99,0.0009176198353194632,,70.0,
Student_624,3.63,0.0011140334455550672,,70.0,
Student_625,3.53,0.001083343818955754,,70.0,
Student_626,2.17,0.0006659648972050953,,70.0,
Student_627,2.92,0.0008961370966999438,,70.0,
Student_628,2.87,0.0008807922834002873,,70.0,
Student_629,3.61,0.0011078955202352045,,70.0,
Student_630,3.23,0.0009912749391578146,,70.0,
Student_631,3.79,0.0011631368481139683,,70.0,
Student_632,3.09,0.0009483094619187762,,70.0,
Student_633,3.37,0.001034240416396853,,70.0,
Student_634,3.4,0.001043447304376647,,70.0,
Student_635,3.02,0.000926826723299257,,70.0,
Student_636,2.98,0.0009145508726595317,,70.0,
Student_637,3.34,0.001025033528417059,,70.0,
Student_638,3.39,0.0010403783417167157,,70.0,
Student_639,2.93,0.0008992060593598752,,70.0,
Student_640,3.32,0.0010188956030971964,,70.0,
Student_641,3.38,0.0010373093790567844,,70.0,
Student_642,3.31,0.0010158266404372651,,70.0,
Student_643,3.63,0.0011140334455550672,,70.0,
Student_644,3.81,0.001169274773433831,,70.0,
Student_645,3.18,0.0009759301258581581,,70.0,
Student_646,2.76,0.0008470336941410428,,70.0,
Student_647,2.93,0.0008992060593598752,,70.0,
Student_648,3.33,0.0010219645657571278,,70.0,
Student_649,3.02,0.000926826723299257,,70.0,
Student_650,2.88,0.0008838612460602185,,70.0,
Student_651,2.84,0.0008715853954204934,,70.0,
Student_652,3.35,0.0010281024910769904,,70.0,
Student_653,3.62,0.0011109644828951359,,70.0,
Student_654,3.34,0.001025033528417059,,70.0,
Student_655,3.16,0.0009697922005382954,,70.0,
Student_656,3.32,0.0010188956030971964,,70.0,
Student_657,3.33,0.0010219645657571278,,70.0,
Student_658,3.16,0.0009697922005382954,,70.0,
Student_659,3.76,0.0011539299601341741,,70.0,
Student_660,2.92,0.0008961370966999438,,70.0,
Student_661,3.11,0.0009544473872386388,,70.0,
Student_662,3.75,0.001150860997474243,,70.0,
Student_663,3.15,0.0009667232378783641,,70.0,
Student_664,3.27,0.0010035507897975398,,70.0,
Student_665,2.6,0.0007979302915821419,,70.0,
Student_666,3.28,0.0010066197524574712,,70.0,
Student_667,3.35,0.0010281024910769904,,70.0,
Student_668,3.18,0.0009759301258581581,,70.0,
Student_669,3.7,0.0011355161841745864,,70.0,
Student_670,3.8,0.0011662058107738994,,70.0,
Student_671,2.91,0.0008930681340400126,,70.0,
Student_672,2.79,0.0008562405821208368,,70.0,
Student_673,3.05,0.0009360336112790509,,70.0,
Student_674,3.2,0.0009820680511780208,,70.0,
Student_675,2.61,0.0008009992542420731,,70.0,
Student_676,3.66,0.0011232403335348611,,70.0,
Student_677,3.16,0.0009697922005382954,,70.0,
Student_678,3.26,0.0010004818271376085,,70.0,
Student_679,2.8,0.0008593095447807681,,70.0,
Student_680,3.52,0.0010802748562958227,,70.0,
Student_681,2.84,0.0008715853954204934,,70.0,
Student_682,2.58,0.0007917923662622792,,70.0,
Student_683,3.19,0.0009789990885180893,,70.0,
Student_684,3.13,0.0009605853125585015,,70.0,
Student_685,3.3,0.0010127576777773338,,70.0,
Student_686,3.13,0.0009605853125585015,,70.0,
Student_687,2.7,0.000828619918181455,,70.0,
Student_688,2.17,0.0006659648972050953,,70.0,
Student_689,3.1,0.0009513784245787076,,70.0,
Student_690,3.21,0.000985137013837952,,70.0,
Student_691,3.9,0.0011968954373732126,,70.0,
Student_692,3.86,0.0011846195867334874,,70.0,
Student_693,3.34,0.001025033528417059,,70.0,
Student_694,3.46,0.001061861080336235,,70.0,
Student_695,3.4,0.001043447304376647,,70.0,
Student_696,3.52,0.0010802748562958227,,70.0,
Student_697,3.22,0.0009882059764978835,,70.0,
Student_698,3.5,0.0010741369309759602,,70.0,
Student_699,3.09,0.0009483094619187762,,70.0,
Student_700,3.02,0.000926826723299257,,70.0,
Student_701,3.26,0.0010004818271376085,,70.0,
Student_702,3.17,0.0009728611631982267,,70.0,
Student_703,3.43,0.001052654192356441,,70.0,
Student_704,3.65,0.0011201713708749298,,70.0,
Student_705,3.62,0.0011109644828951359,,70.0,
Student_706,3.21,0.000985137013837952,,70.0,
Student_707,3.04,0.0009329646486191197,,70.0,
Student_708,3.15,0.0009667232378783641,,70.0,
Student_709,3.39,0.0010403783417167157,,70.0,
Student_710,3.1,0.0009513784245787076,,70.0,
Student_711,3.79,0.0011631368481139683,,70.0,
Student_712,3.32,0.0010188956030971964,,70.0,
Student_713,3.22,0.0009882059764978835,,70.0,
Student_714,3.21,0.000985137013837952,,70.0,
Student_715,3.4,0.001043447304376647,,70.0,
Student_716,3.6,0.0011048265575752732,,70.0,
Student_717,3.56,0.001092550706935548,,70.0,
Student_718,3.21,0.000985137013837952,,70.0,
Student_719,3.88,0.00119075751205335,,70.0,
Student_720,2.97,0.0009114819099996005,,70.0,
Student_721,2.99,0.0009176198353194632,,70.0,
Student_722,3.93,0.0012061023253530066,,70.0,
Student_723,3.88,0.00119075751205335,,70.0,
Student_724,3.18,0.0009759301258581581,,70.0,
Student_725,3.49,0.001071067968316029,,70.0,
Student_726,3.26,0.0010004818271376085,,70.0,
Student_727,3.81,0.001169274773433831,,70.0,
Student_728,2.75,0.0008439647314811116,,70.0,
Student_729,3.01,0.0009237577606393256,,70.0,
Student_730,3.49,0.001071067968316029,,70.0,
Student_731,3.73,0.0011447230721543804,,70.0,
Student_732,3.09,0.0009483094619187762,,70.0,
Student_733,3.83,0.0011754126987536936,,70.0,
Student_734,3.25,0.0009974128644776772,,70.0,
Student_735,3.04,0.0009329646486191197,,70.0,
Student_736,3.54,0.0010864127816156853,,70.0,
Student_737,3.42,0.0010495852296965097,,70.0,
Student_738,3.02,0.000926826723299257,,70.0,
Student_739,3.39,0.0010403783417167157,,70.0,
Student_740,2.53,0.0007764475529626225,,70.0,
Student_741,3.39,0.0010403783417167157,,70.0,
Student_742,3.7,0.0011355161841745864,,70.0,
Student_743,3.2,0.0009820680511780208,,70.0,
Student_744,2.66,0.0008163440675417297,,70.0,
Student_745,3.0,0.0009206887979793944,,70.0,
Student_746,3.54,0.0010864127816156853,,70.0,
Student_747,3.06,0.0009391025739389823,,70.0,
Student_748,3.15,0.0009667232378783641,,70.0,
Student_749,3.21,0.000985137013837952,,70.0,
Student_750,3.1,0.0009513784245787076,,70.0,
Student_751,3.1,0.0009513784245787076,,70.0,
Student_752,3.5,0.0010741369309759602,,70.0,
Student_753,3.37,0.001034240416396853,,70.0,
Student_754,2.84,0.0008715853954204934,,70.0,
Student_755,3.91,0.001199964400033144,,70.0,
Student_756,3.58,0.0010986886322554106,,70.0,
Student_757,2.99,0.0009176198353194632,,70.0,
Student_758,3.24,0.000994343901817746,,70.0,
Student_759,3.33,0.0010219645657571278,,70.0,
Student_760,3.2,0.0009820680511780208,,70.0,
Student_761,3.56,0.001092550706935548,,70.0,
Student_762,3.32,0.0010188956030971964,,70.0,
Student_763,2.82,0.0008654474701006307,,70.0,
Student_764,3.15,0.0009667232378783641,,70.0,
Student_765,3.25,0.0009974128644776772,,70.0,
Student_766,3.19,0.0009789990885180893,,70.0,
Student_767,2.86,0.000877723320740356,,70.0,
Student_768,3.96,0.0012153092133328006,,70.0,
Student_769,2.83,0.000868516432760562,,70.0,
Student_770,3.02,0.000926826723299257,,70.0,
Student_771,3.4,0.001043447304376647,,70.0,
Student_772,3.25,0.0009974128644776772,,70.0,
Student_773,3.07,0.0009421715365989135,,70.0,
Student_774,3.51,0.0010772058936358913,,70.0,
Student_775,3.46,0.001061861080336235,,70.0,
Student_776,3.66,0.0011232403335348611,,70.0,
Student_777,3.93,0.0012061023253530066,,70.0,
Student_778,2.91,0.0008930681340400126,,70.0,
Student_779,3.42,0.0010495852296965097,,70.0,
Student_780,3.63,0.0011140334455550672,,70.0,
Student_781,3.58,0.0010986886322554106,,70.0,
Student_782,3.4,0.001043447304376647,,70.0,
Student_783,3.69,0.0011324472215146551,,70.0,
Student_784,3.92,0.0012030333626930753,,70.0,
Student_785,3.3,0.0010127576777773338,,70.0,
Student_786,3.0,0.0009206887979793944,,70.0,
Student_787,2.08,0.0006383442332657135,,70.0,
Student_788,2.82,0.0008654474701006307,,70.0,
Student_789,3.65,0.0011201713708749298,,70.0,
Student_790,3.23,0.0009912749391578146,,70.0,
Student_791,3.85,0.0011815506240735562,,70.0,
Student_792,2.88,0.0008838612460602185,,70.0,
Student_793,3.52,0.0010802748562958227,,70.0,
Student_794,3.02,0.000926826723299257,,70.0,
Student_795,3.2,0.0009820680511780208,,70.0,
Student_796,3.4,0.001043447304376647,,70.0,
Student_797,2.91,0.0008930681340400126,,70.0,
Student_798,3.94,0.001209171288012938,,70.0,
Student_799,3.22,0.0009882059764978835,,70.0,
Student_800,3.93,0.0012061023253530066,,70.0,
Student_801,2.58,0.0007917923662622792,,70.0,
Student_802,3.22,0.0009882059764978835,,70.0,
Student_803,2.44,0.0007488268890232407,,70.0,
Student_804,3.92,0.0012030333626930753,,70.0,
Student_805,3.07,0.0009421715365989135,,70.0,
Student_806,2.65,0.0008132751048817984,,70.0,
Student_807,3.1,0.0009513784245787076,,70.0,
Student_808,3.54,0.0010864127816156853,,70.0,
Student_809,3.27,0.0010035507897975398,,70.0,
Student_810,3.17,0.0009728611631982267,,70.0,
Student_811,3.32,0.0010188956030971964,,70.0,
Student_812,2.63,0.0008071371795619357,,70.0,
Student_813,3.69,0.0011324472215146551,,70.0,
Student_814,3.5,0.0010741369309759602,,70.0,
Student_815,3.59,0.001101757594915342,,70.0,
Student_816,3.7,0.0011355161841745864,,70.0,
Student_817,3.44,0.0010557231550163723,,70.0,
Student_818,2.8,0.0008593095447807681,,70.0,
Student_819,3.4,0.001043447304376647,,70.0,
Student_820,3.13,0.0009605853125585015,,70.0,
Student_821,3.08,0.000945240499258845,,70.0,
Student_822,2.76,0.0008470336941410428,,70.0,
Student_823,3.18,0.0009759301258581581,,70.0,
Student_824,2.78,0.0008531716194609054,,70.0,
Student_825,3.11,0.0009544473872386388,,70.0,
Student_826,3.55,0.0010894817442756166,,70.0,
Student_827,3.43,0.001052654192356441,,70.0,
Student_828,3.59,0.001101757594915342,,70.0,
Student_829,2.83,0.000868516432760562,,70.0,
Student_830,3.23,0.0009912749391578146,,70.0,
Student_831,3.72,0.001141654109494449,,70.0,
Student_832,2.58,0.0007917923662622792,,70.0,
Student_833,3.35,0.0010281024910769904,,70.0,
Student_834,2.62,0.0008040682169020045,,70.0,
Student_835,2.87,0.0008807922834002873,,70.0,
Student_836,3.77,0.0011569989227941057,,70.0,
Student_837,3.21,0.000985137013837952,,70.0,
Student_838,3.57,0.0010956196695954793,,70.0,
Student_839,3.21,0.000985137013837952,,70.0,
Student_840,2.77,0.0008501026568009741,,70.0,
Student_841,2.44,0.0007488268890232407,,70.0,
Student_842,3.13,0.0009605853125585015,,70.0,
Student_843,3.68,0.0011293782588547238,,70.0,
Student_844,3.1,0.0009513784245787076,,70.0,
Student_845,3.61,0.0011078955202352045,,70.0,
Student_846,2.75,0.0008439647314811116,,70.0,
Student_847,3.34,0.001025033528417059,,70.0,
Student_848,2.83,0.000868516432760562,,70.0,
Student_849,3.24,0.000994343901817746,,70.0,
Student_850,3.33,0.0010219645657571278,,70.0,
Student_851,3.43,0.001052654192356441,,70.0,
Student_852,2.76,0.0008470336941410428,,70.0,
Student_853,3.69,0.0011324472215146551,,70.0,
Student_854,3.43,0.001052654192356441,,70.0,
Student_855,3.47,0.0010649300429961663,,70.0,
Student_856,3.13,0.0009605853125585015,,70.0,
Student_857,3.14,0.0009636542752184329,,70.0,
Student_858,3.38,0.0010373093790567844,,70.0,
Student_859,3.45,0.0010587921176763036,,70.0,
Student_860,3.47,0.0010649300429961663,,70.0,
Student_861,2.4,0.0007365510383835154,,70.0,
Student_862,2.36,0.0007242751877437903,,70.0,
Student_863,3.22,0.0009882059764978835,,70.0,
Student_864,3.55,0.0010894817442756166,,70.0,
Student_865,3.73,0.0011447230721543804,,70.0,
Student_866,3.17,0.0009728611631982267,,70.0,
Student_867,3.54,0.0010864127816156853,,70.0,
Student_868,3.01,0.0009237577606393256,,70.0,
Student_869,3.51,0.0010772058936358913,,70.0,
Student_870,3.47,0.0010649300429961663,,70.0,
Student_871,3.37,0.001034240416396853,,70.0,
Student_872,2.63,0.0008071371795619357,,70.0,
Student_873,3.84,0.0011784816614136247,,70.0,
Student_874,3.33,0.0010219645657571278,,70.0,
Student_875,3.26,0.0010004818271376085,,70.0,
Student_876,2.67,0.000819413030201661,,70.0,
Student_877,2.98,0.0009145508726595317,,70.0,
Student_878,3.45,0.0010587921176763036,,70.0,
Student_879,2.92,0.0008961370966999438,,70.0,
Student_880,3.54,0.0010864127816156853,,70.0,
Student_881,2.58,0.0007917923662622792,,70.0,
Student_882,2.68,0.0008224819928615923,,70.0,
Student_883,3.38,0.0010373093790567844,,70.0,
Student_884,3.54,0.0010864127816156853,,70.0,
Student_885,3.23,0.0009912749391578146,,70.0,
Student_886,3.45,0.0010587921176763036,,70.0,
Student_887,2.75,0.0008439647314811116,,70.0,
Student_888,3.62,0.0011109644828951359,,70.0,
Student_889,3.44,0.0010557231550163723,,70.0,
Student_890,3.69,0.0011324472215146551,,70.0,
Student_891,3.46,0.001061861080336235,,70.0,
Student_892,3.28,0.0010066197524574712,,70.0,
Student_893,3.43,0.001052654192356441,,70.0,
Student_894,2.4,0.0007365510383835154,,70.0,
Student_895,3.7,0.0011355161841745864,,70.0,
Student_896,3.17,0.0009728611631982267,,70.0,
Student_897,3.64,0.0011171024082149985,,70.0,
Student_898,2.75,0.0008439647314811116,,70.0,
Student_899,3.34,0.001025033528417059,,70.0,
Student_900,3.72,0.001141654109494449,,70.0,
Student_901,2.86,0.000877723320740356,,70.0,
Student_902,3.11,0.0009544473872386388,,70.0,
Student_903,2.79,0.0008562405821208368,,70.0,
Student_904,3.29,0.0010096887151174025,,70.0,
Student_905,2.94,0.0009022750220198065,,70.0,
Student_906,2.81,0.0008623785074406994,,70.0,
Student_907,3.46,0.001061861080336235,,70.0,
Student_908,3.09,0.0009483094619187762,,70.0,
Student_909,3.64,0.0011171024082149985,,70.0,
Student_910,2.76,0.0008470336941410428,,70.0,
Student_911,3.16,0.0009697922005382954,,70.0,
Student_912,3.17,0.0009728611631982267,,70.0,
Student_913,3.19,0.0009789990885180893,,70.0,
Student_914,2.98,0.0009145508726595317,,70.0,
Student_915,3.03,0.0009298956859591882,,70.0,
Student_916,2.96,0.0009084129473396691,,70.0,
Student_917,3.0,0.0009206887979793944,,70.0,
Student_918,2.98,0.0009145508726595317,,70.0,
Student_919,3.2,0.0009820680511780208,,70.0,
Student_920,3.41,0.0010465162670365783,,70.0,
Student_921,2.99,0.0009176198353194632,,70.0,
Student_922,3.86,0.0011846195867334874,,70.0,
Student_923,2.86,0.000877723320740356,,70.0,
Student_924,2.73,0.0008378268061612489,,70.0,
Student_925,3.09,0.0009483094619187762,,70.0,
Student_926,4.0,0.0012275850639725258,,70.0,
Student_927,3.24,0.000994343901817746,,70.0,
Student_928,2.71,0.0008316888808413863,,70.0,
Student_929,2.98,0.0009145508726595317,,70.0,
Student_930,2.9,0.0008899991713800812,,70.0,
Student_931,3.49,0.001071067968316029,,70.0,
Student_932,3.52,0.0010802748562958227,,70.0,
Student_933,3.77,0.0011569989227941057,,70.0,
Student_934,3.21,0.000985137013837952,,70.0,
Student_935,3.04,0.0009329646486191197,,70.0,
Student_936,3.4,0.001043447304376647,,70.0,
Student_937,3.31,0.0010158266404372651,,70.0,
Student_938,2.78,0.0008531716194609054,,70.0,
Student_939,3.2,0.0009820680511780208,,70.0,
Student_940,3.21,0.000985137013837952,,70.0,
Student_941,3.0,0.0009206887979793944,,70.0,
Student_942,3.88,0.00119075751205335,,70.0,
Student_943,3.79,0.0011631368481139683,,70.0,
Student_944,3.18,0.0009759301258581581,,70.0,
Student_945,3.02,0.000926826723299257,,70.0,
Student_946,3.47,0.0010649300429961663,,70.0,
Student_947,3.01,0.0009237577606393256,,70.0,
Student_948,3.63,0.0011140334455550672,,70.0,
Student_949,3.39,0.0010403783417167157,,70.0,
Student_950,3.4,0.001043447304376647,,70.0,
Student_951,2.78,0.0008531716194609054,,70.0,
Student_952,2.87,0.0008807922834002873,,70.0,
Student_953,3.16,0.0009697922005382954,,70.0,
Student_954,3.14,0.0009636542752184329,,70.0,
Student_955,3.84,0.0011784816614136247,,70.0,
Student_956,3.44,0.0010557231550163723,,70.0,
Student_957,3.35,0.0010281024910769904,,70.0,
Student_958,3.19,0.0009789990885180893,,70.0,
Student_959,3.05,0.0009360336112790509,,70.0,
Student_960,3.7,0.0011355161841745864,,70.0,
Student_961,2.75,0.0008439647314811116,,70.0,
Student_962,2.93,0.0008992060593598752,,70.0,
Student_963,3.16,0.0009697922005382954,,70.0,
Student_964,2.71,0.0008316888808413863,,70.0,
Student_965,3.31,0.0010158266404372651,,70.0,
Student_966,3.63,0.0011140334455550672,,70.0,
Student_967,3.48,0.0010679990056560976,,70.0,
Student_968,2.63,0.0008071371795619357,,70.0,
Student_969,3.53,0.001083343818955754,,70.0,
Student_970,3.89,0.0011938264747132815,,70.0,
Student_971,2.95,0.0009053439846797379,,70.0,
Student_972,3.35,0.0010281024910769904,,70.0,
Student_973,3.12,0.0009575163498985702,,70.0,
Student_974,2.85,0.0008746543580804247,,70.0,
Student_975,3.14,0.0009636542752184329,,70.0,
Student_976,2.92,0.0008961370966999438,,70.0,
Student_977,3.41,0.0010465162670365783,,70.0,
Student_978,3.63,0.0011140334455550672,,70.0,
Student_979,3.12,0.0009575163498985702,,70.0,
Student_980,3.05,0.0009360336112790509,,70.0,
Student_981,3.85,0.0011815506240735562,,70.0,
Student_982,3.55,0.0010894817442756166,,70.0,
Student_983,3.03,0.0009298956859591882,,70.0,
Student_984,3.02,0.000926826723299257,,70.0,
Student_985,3.31,0.0010158266404372651,,70.0,
Student_986,3.33,0.0010219645657571278,,70.0,
Student_987,3.46,0.001061861080336235,,70.0,
Student_988,3.5,0.0010741369309759602,,70.0,
Student_989,3.84,0.0011784816614136247,,70.0,
Student_990,3.83,0.0011754126987536936,,70.0,
Student_991,2.97,0.0009114819099996005,,70.0,
Student_992,3.26,0.0010004818271376085,,70.0,
Student_993,3.67,0.0011263092961947925,,70.0,
Student_994,2.71,0.0008316888808413863,,70.0,
Student_995,3.15,0.0009667232378783641,,70.0,
Student_996,3.24,0.000994343901817746,,70.0,
Student_997,3.21,0.000985137013837952,,70.0,
Student_998,3.19,0.0009789990885180893,,70.0,
Student_999,3.52,0.0010802748562958227,,70.0,
Student_1000,3.15,0.0009667232378783641,,70.0,
